1,Water_Guaran_2_percent,Viscometry shear rate table,560.5,60,25.17,40.12,1.008,39.81,-0.02731,NaN,1,1.64E-04,0.1075,0.9908,0.6968,K015
2,Water_Guaran_2_percent,Viscometry shear rate table,607.4,106.9,25.16,48.45,1.588,30.52,-0.02751,NaN,1,1.98E-04,0.1693,1.002,2.273,
3,Water_Guaran_2_percent,Viscometry shear rate table,639.5,139,25.16,56.12,2.514,22.33,-0.0206,NaN,1,2.30E-04,0.2681,1.006,4.479,
4,Water_Guaran_2_percent,Viscometry shear rate table,665.2,164.7,25.16,63.86,3.979,16.05,-0.01617,NaN,1,2.61E-04,0.4245,0.9941,2.646,
5,Water_Guaran_2_percent,Viscometry shear rate table,689.9,189.4,25.15,71.32,6.312,11.3,-0.01146,NaN,1,2.92E-04,0.6733,1.004,0.1351,
6,Water_Guaran_2_percent,Viscometry shear rate table,713.2,212.7,25.15,78.45,10,7.843,-6.54E-03,NaN,1,3.21E-04,1.067,0.9998,5.696,
7,Water_Guaran_2_percent,Viscometry shear rate table,735.6,235.2,25.15,85.29,15.85,5.381,-2.99E-03,NaN,1,3.49E-04,1.691,0.9998,5.162,
8,Water_Guaran_2_percent,Viscometry shear rate table,755.9,255.5,25.15,91.92,25.12,3.659,-4.90E-05,NaN,1,3.76E-04,2.68,0.9983,1.879,
9,Water_Guaran_2_percent,Viscometry shear rate table,778,277.5,25.15,98.15,39.82,2.465,5.90E-03,NaN,1,4.02E-04,4.247,0.9993,5.551,
10,Water_Guaran_2_percent,Viscometry shear rate table,800.1,299.6,25.14,104.2,63.1,1.652,0.01113,NaN,1,4.26E-04,6.731,0.9982,0.6637,
11,Water_Guaran_2_percent,Viscometry shear rate table,822.4,321.9,25.14,110.6,100,1.106,0.0167,NaN,1,4.53E-04,10.67,0.9947,1.545,
